pokeapi_id,slug,name_en,name_ru,source_name_en
278,wingull,Wingull,Вингалл,Wingull
279,pelipper,Pelipper,Пелиппер,Pelipper
280,ralts,Ralts,Ролтс,Ralts
281,kirlia,Kirlia,Кирлия,Kirlia
282,gardevoir,Gardevoir,Гардевойр,Gardevoir
283,surskit,Surskit,Сурскит,Surskit
284,masquerain,Masquerain,Маскерейн,Masquerain
285,shroomish,Shroomish,Шрумиш,Shroomish
286,breloom,Breloom,Брелум,Breloom
287,slakoth,Slakoth,Слакот,Slakoth
288,vigoroth,Vigoroth,Вигорот,Vigoroth
289,slaking,Slaking,Слакинг,Slaking
290,nincada,Nincada,Нинкада,Nincada
291,ninjask,Ninjask,Нинджаск,Ninjask
292,shedinja,Shedinja,Шединья,Shedinja
293,whismur,Whismur,Визмур,Whismur
294,loudred,Loudred,Лаудред,Loudred
295,exploud,Exploud,Эксплауд,Exploud
296,makuhita,Makuhita,Макухита,Makuhita
297,hariyama,Hariyama,Харияма,Hariyama
298,azurill,Azurill,Азурилл,Azurill
299,nosepass,Nosepass,Ноузпасс,Nosepass
300,skitty,Skitty,Скитти,Skitty
301,delcatty,Delcatty,Делкатти,Delcatty
302,sableye,Sableye,Сэйблай,Sableye
303,mawile,Mawile,Мавайл,Mawile
304,aron,Aron,Арон,Aron
305,lairon,Lairon,Лайрон,Lairon
306,aggron,Aggron,Аггрон,Aggron
307,meditite,Meditite,Медитайт,Meditite
308,medicham,Medicham,Медичам,Medicham
309,electrike,Electrike,Электрайк,Electrike
310,manectric,Manectric,Манектрик,Manectric
311,plusle,Plusle,Пласл,Plusle
312,minun,Minun,Майнун,Minun
313,volbeat,Volbeat,Волбит,Volbeat
314,illumise,Illumise,Иллюмайз,Illumise
315,roselia,Roselia,Розелия,Roselia
316,gulpin,Gulpin,Гальпин,Gulpin
317,swalot,Swalot,Свалот,Swalot
318,carvanha,Carvanha,Карванья,Carvanha
319,sharpedo,Sharpedo,Шарпедо,Sharpedo
320,wailmer,Wailmer,Вэйлмер,Wailmer
321,wailord,Wailord,Вэйлорд,Wailord
322,numel,Numel,Намел,Numel
323,camerupt,Camerupt,Камерапт,Camerupt
324,torkoal,Torkoal,Торкол,Torkoal
325,spoink,Spoink,Споинк,Spoink
326,grumpig,Grumpig,Грампиг,Grumpig
327,spinda,Spinda,Спинда,Spinda
328,trapinch,Trapinch,Трапинч,Trapinch
329,vibrava,Vibrava,Вибрава,Vibrava
330,flygon,Flygon,Флайгон,Flygon
331,cacnea,Cacnea,Какнея,Cacnea
332,cacturne,Cacturne,Кактурн,Cacturne
333,swablu,Swablu,Сваблу,Swablu
334,altaria,Altaria,Алтария,Altaria
335,zangoose,Zangoose,Зангус,Zangoose
336,seviper,Seviper,Севайпер,Seviper
337,lunatone,Lunatone,Лунатон,Lunatone
338,solrock,Solrock,Солрок,Solrock
339,barboach,Barboach,Барбоч,Barboach
340,whiscash,Whiscash,Вискаш,Whiscash
341,corphish,Corphish,Корфиш,Corphish
342,crawdaunt,Crawdaunt,Крадонт,Crawdaunt
343,baltoy,Baltoy,Балтой,Baltoy
344,claydol,Claydol,Клэйдол,Claydol
345,lileep,Lileep,Лилип,Lileep
346,cradily,Cradily,Крадили,Cradily
347,anorith,Anorith,Анорит,Anorith
348,armaldo,Armaldo,Армальдо,Armaldo
349,feebas,Feebas,Фибас,Feebas
350,milotic,Milotic,Майлотик,Milotic
351,castform,Castform,Кастформ,Castform
352,kecleon,Kecleon,Кеклеон,Kecleon
353,shuppet,Shuppet,Шаппет,Shuppet
354,banette,Banette,Банетт,Banette
355,duskull,Duskull,Даскалл,Duskull
356,dusclops,Dusclops,Дасклопс,Dusclops
357,tropius,Tropius,Тропиус,Tropius
358,chimecho,Chimecho,Чаймеко,Chimecho
359,absol,Absol,Абсол,Absol
360,wynaut,Wynaut,Вайнот,Wynaut
361,snorunt,Snorunt,Снорант,Snorunt
362,glalie,Glalie,Глейли,Glalie
363,spheal,Spheal,Сфил,Spheal
364,sealeo,Sealeo,Силео,Sealeo
365,walrein,Walrein,Валрейн,Walrein
366,clamperl,Clamperl,Кламперл,Clamperl
367,huntail,Huntail,Хантейл,Huntail
368,gorebyss,Gorebyss,Горбисс,Gorebyss
369,relicanth,Relicanth,Реликант,Relicanth
370,luvdisc,Luvdisc,Лавдиск,Luvdisc
371,bagon,Bagon,Бейгон,Bagon
372,shelgon,Shelgon,Шелгон,Shelgon
373,salamence,Salamence,Саламенс,Salamence
374,beldum,Beldum,Белдам,Beldum
375,metang,Metang,Метанг,Metang
376,metagross,Metagross,Метагросс,Metagross
377,regirock,Regirock,Реджирок,Regirock
378,regice,Regice,Реджайс,Regice
379,registeel,Registeel,Реджистил,Registeel
380,latias,Latias,Латиас,Latias
381,latios,Latios,Латиос,Latios
382,kyogre,Kyogre,Кайогр,Kyogre
383,groudon,Groudon,Граудон,Groudon
384,rayquaza,Rayquaza,Райкваза,Rayquaza
385,jirachi,Jirachi,Джирачи,Jirachi
386,deoxys,Deoxys,Деоксис,Deoxys
387,turtwig,Turtwig,Тортвиг,Turtwig
388,grotle,Grotle,Гротл,Grotle
389,torterra,Torterra,Тортерра,Torterra
390,chimchar,Chimchar,Чимчар,Chimchar
391,monferno,Monferno,Монферно,Monferno
392,infernape,Infernape,Инфернейп,Infernape
393,piplup,Piplup,Пиплап,Piplup
394,prinplup,Prinplup,Принплап,Prinplup
395,empoleon,Empoleon,Эмполеон,Empoleon
396,starly,Starly,Старли,Starly
397,staravia,Staravia,Старавия,Staravia
398,staraptor,Staraptor,Стараптор,Staraptor
399,bidoof,Bidoof,Бидуф,Bidoof
400,bibarel,Bibarel,Бибарел,Bibarel
401,kricketot,Kricketot,Крикетот,Kricketot
402,kricketune,Kricketune,Крикетун,Kricketune
403,shinx,Shinx,Шинкс,Shinx
404,luxio,Luxio,Лаксио,Luxio
405,luxray,Luxray,Лаксрэй,Luxray
406,budew,Budew,Бадью,Budew
407,roserade,Roserade,Розрейд,Roserade
408,cranidos,Cranidos,Кранидос,Cranidos
409,rampardos,Rampardos,Рэмпардос,Rampardos
410,shieldon,Shieldon,Шилдон,Shieldon
411,bastiodon,Bastiodon,Бастиодон,Bastiodon
412,burmy,Burmy,Бурми,Burmy
413,wormadam,Wormadam,Вормадам,Wormadam
414,mothim,Mothim,Мотим,Mothim
415,combee,Combee,Комби,Combee
416,vespiquen,Vespiquen,Веспиквен,Vespiquen
417,pachirisu,Pachirisu,Пачирису,Pachirisu
418,buizel,Buizel,Буизел,Buizel
419,floatzel,Floatzel,Флоатзель,Floatzel
420,cherubi,Cherubi,Чераби,Cherubi
421,cherrim,Cherrim,Черрим,Cherrim
422,shellos,Shellos,Шеллос,Shellos
423,gastrodon,Gastrodon,Гастродон,Gastrodon
424,ambipom,Ambipom,Амбипом,Ambipom
425,drifloon,Drifloon,Дрифлун,Drifloon
426,drifblim,Drifblim,Дрифблим,Drifblim
427,buneary,Buneary,Бунири,Buneary
428,lopunny,Lopunny,Лопанни,Lopunny
429,mismagius,Mismagius,Мисмагиус,Mismagius
430,honchkrow,Honchkrow,Хончкроу,Honchkrow
431,glameow,Glameow,Глеймяу,Glameow
432,purugly,Purugly,Парагли,Purugly
433,chingling,Chingling,Чинглинг,Chingling
434,stunky,Stunky,Станки,Stunky
435,skuntank,Skuntank,Скантанк,Skuntank
436,bronzor,Bronzor,Бронзор,Bronzor
437,bronzong,Bronzong,Бронзонг,Bronzong
438,bonsly,Bonsly,Бонслай,Bonsly
439,mime-jr,Mime Jr,Майм-Джуниор,Mime Jr.
440,happiny,Happiny,Хаппини,Happiny
441,chatot,Chatot,Чатот,Chatot
442,spiritomb,Spiritomb,Спиритум,Spiritomb
443,gible,Gible,Гибл,Gible
444,gabite,Gabite,Габайт,Gabite
445,garchomp,Garchomp,Гарчомп,Garchomp
446,munchlax,Munchlax,Манчлакс,Munchlax
447,riolu,Riolu,Риолу,Riolu
448,lucario,Lucario,Лукарио,Lucario
449,hippopotas,Hippopotas,Гиппопотас,Hippopotas
450,hippowdon,Hippowdon,Гипподон,Hippowdon
451,skorupi,Skorupi,Скорупи,Skorupi
452,drapion,Drapion,Драпион,Drapion
453,croagunk,Croagunk,Кроганк,Croagunk
454,toxicroak,Toxicroak,Токсикроук,Toxicroak
455,carnivine,Carnivine,Карнивайн,Carnivine
456,finneon,Finneon,Финнеон,Finneon
457,lumineon,Lumineon,Люминеон,Lumineon
458,mantyke,Mantyke,Мантайк,Mantyke
459,snover,Snover,Сноувер,Snover
460,abomasnow,Abomasnow,Абомасноу,Abomasnow
461,weavile,Weavile,Вивайл,Weavile
462,magnezone,Magnezone,Магнезон,Magnezone
463,lickilicky,Lickilicky,Ликилики,Lickilicky
464,rhyperior,Rhyperior,Райпериор,Rhyperior
465,tangrowth,Tangrowth,Тэнгроут,Tangrowth
466,electivire,Electivire,Элективайр,Electivire
467,magmortar,Magmortar,Магмортар,Magmortar
468,togekiss,Togekiss,Тогекисс,Togekiss
469,yanmega,Yanmega,Янмега,Yanmega
470,leafeon,Leafeon,Лифеон,Leafeon
471,glaceon,Glaceon,Глейсеон,Glaceon
472,gliscor,Gliscor,Глайскор,Gliscor
473,mamoswine,Mamoswine,Мамосвайн,Mamoswine
474,porygon-z,Porygon Z,Поригон-Z,Porygon-Z
475,gallade,Gallade,Галлейд,Gallade
476,probopass,Probopass,Пробопасс,Probopass
477,dusknoir,Dusknoir,Даскнуар,Dusknoir
478,froslass,Froslass,Фросласс,Froslass
479,rotom,Rotom,Ротом,Rotom
480,uxie,Uxie,Юкси,Uxie
481,mesprit,Mesprit,Месприт,Mesprit
482,azelf,Azelf,Азелф,Azelf
483,dialga,Dialga,Диалга,Dialga
484,palkia,Palkia,Палкия,Palkia
485,heatran,Heatran,Хитран,Heatran
486,regigigas,Regigigas,Реджигигас,Regigigas
487,giratina,Giratina,Гиратина,Giratina
488,cresselia,Cresselia,Кресселия,Cresselia
489,phione,Phione,Фиона,Phione
490,manaphy,Manaphy,Манафи,Manaphy
491,darkrai,Darkrai,Даркрай,Darkrai
492,shaymin,Shaymin,Шеймин,Shaymin
493,arceus,Arceus,Аркеус,Arceus
494,victini,Victini,Виктини,Victini
495,snivy,Snivy,Снайви,Snivy
496,servine,Servine,Сервайн,Servine
497,serperior,Serperior,Серпериор,Serperior
498,tepig,Tepig,Тепиг,Tepig
499,pignite,Pignite,Пигнайт,Pignite
500,emboar,Emboar,Эмбор,Emboar
501,oshawott,Oshawott,Ошавотт,Oshawott
502,dewott,Dewott,Девотт,Dewott
503,samurott,Samurott,Самуротт,Samurott
504,patrat,Patrat,Патрат,Patrat
505,watchog,Watchog,Уочхог,Watchog
506,lillipup,Lillipup,Лиллипап,Lillipup
507,herdier,Herdier,Хардиер,Herdier
508,stoutland,Stoutland,Стаутлэнд,Stoutland
509,purrloin,Purrloin,Пуррлойн,Purrloin
510,liepard,Liepard,Лайпард,Liepard
511,pansage,Pansage,Пансейдж,Pansage
512,simisage,Simisage,Симисейдж,Simisage
513,pansear,Pansear,Пансир,Pansear
514,simisear,Simisear,Симисир,Simisear
515,panpour,Panpour,Панпур,Panpour
516,simipour,Simipour,Симипур,Simipour
517,munna,Munna,Мунна,Munna
518,musharna,Musharna,Мушарна,Musharna
519,pidove,Pidove,Пидав,Pidove
520,tranquill,Tranquill,Транквилл,Tranquill
521,unfezant,Unfezant,Унфезант,Unfezant
522,blitzle,Blitzle,Блитцл,Blitzle
523,zebstrika,Zebstrika,Зебстрика,Zebstrika
524,roggenrola,Roggenrola,Роггенрола,Roggenrola
525,boldore,Boldore,Болдор,Boldore
526,gigalith,Gigalith,Гигалит,Gigalith
527,woobat,Woobat,Вубат,Woobat
528,swoobat,Swoobat,Свубат,Swoobat
529,drilbur,Drilbur,Дрилбур,Drilbur
530,excadrill,Excadrill,Экскадрилл,Excadrill
531,audino,Audino,Одино,Audino
532,timburr,Timburr,Тимбёрр,Timburr
533,gurdurr,Gurdurr,Гурдурр,Gurdurr
534,conkeldurr,Conkeldurr,Конкельдурр,Conkeldurr
535,tympole,Tympole,Тимпоул,Tympole
536,palpitoad,Palpitoad,Палпитоуд,Palpitoad
537,seismitoad,Seismitoad,Сейсмитоуд,Seismitoad
538,throh,Throh,Трох,Throh
539,sawk,Sawk,Суок,Sawk
540,sewaddle,Sewaddle,Севаддл,Sewaddle
541,swadloon,Swadloon,Свадлун,Swadloon
542,leavanny,Leavanny,Ливанни,Leavanny
543,venipede,Venipede,Венипид,Venipede
544,whirlipede,Whirlipede,Вирлипид,Whirlipede
545,scolipede,Scolipede,Сколипид,Scolipede
546,cottonee,Cottonee,Коттони,Cottonee
547,whimsicott,Whimsicott,Вимсикотт,Whimsicott
548,petilil,Petilil,Петилил,Petilil
549,lilligant,Lilligant,Лиллигант,Lilligant
550,basculin,Basculin,Баскулин,Basculin
551,sandile,Sandile,Сэндайл,Sandile
552,krokorok,Krokorok,Крокорок,Krokorok
553,krookodile,Krookodile,Крукодайл,Krookodile
554,darumaka,Darumaka,Дарумака,Darumaka
555,darmanitan,Darmanitan,Дарманитан,Darmanitan
556,maractus,Maractus,Марактус,Maractus
557,dwebble,Dwebble,Двеббл,Dwebble
558,crustle,Crustle,Крастл,Crustle
559,scraggy,Scraggy,Скрэгги,Scraggy
560,scrafty,Scrafty,Скрафти,Scrafty
561,sigilyph,Sigilyph,Сигилиф,Sigilyph
562,yamask,Yamask,Ямаск,Yamask
563,cofagrigus,Cofagrigus,Кофагригус,Cofagrigus
564,tirtouga,Tirtouga,Тиртуга,Tirtouga
565,carracosta,Carracosta,Карракоста,Carracosta
566,archen,Archen,Аркен,Archen
567,archeops,Archeops,Аркеопс,Archeops
568,trubbish,Trubbish,Траббиш,Trubbish
569,garbodor,Garbodor,Гарбодор,Garbodor
570,zorua,Zorua,Зоруа,Zorua
571,zoroark,Zoroark,Зороарк,Zoroark
572,minccino,Minccino,Минччино,Minccino
573,cinccino,Cinccino,Чинччино,Cinccino
574,gothita,Gothita,Гофита,Gothita
575,gothorita,Gothorita,Гофорита,Gothorita
576,gothitelle,Gothitelle,Гофителль,Gothitelle
577,solosis,Solosis,Солосис,Solosis
578,duosion,Duosion,Дуожн,Duosion
579,reuniclus,Reuniclus,Реюниклюс,Reuniclus
580,ducklett,Ducklett,Даклетт,Ducklett
581,swanna,Swanna,Суанна,Swanna
582,vanillite,Vanillite,Ваниллайт,Vanillite
583,vanillish,Vanillish,Ваниллиш,Vanillish
584,vanilluxe,Vanilluxe,Ваниллюкс,Vanilluxe
585,deerling,Deerling,Дирлинг,Deerling
586,sawsbuck,Sawsbuck,Сосбак,Sawsbuck
587,emolga,Emolga,Эмолга,Emolga
588,karrablast,Karrablast,Каррабласт,Karrablast
589,escavalier,Escavalier,Эскавальер,Escavalier
590,foongus,Foongus,Фунгус,Foongus
591,amoonguss,Amoonguss,Амунгус,Amoonguss
592,frillish,Frillish,Фриллиш,Frillish
