pokeapi_id,slug,name_en,name_ru,content_ready
230,kingdra,Kingdra,,f
231,phanpy,Phanpy,,f
232,donphan,Donphan,,f
233,porygon2,Porygon2,,f
234,stantler,Stantler,,f
235,smeargle,Smeargle,,f
236,tyrogue,Tyrogue,,f
237,hitmontop,Hitmontop,,f
238,smoochum,Smoochum,,f
239,elekid,Elekid,,f
240,magby,Magby,,f
241,miltank,Miltank,,f
242,blissey,Blissey,,f
243,raikou,Raikou,,f
244,entei,Entei,,f
245,suicune,Suicune,,f
246,larvitar,Larvitar,,f
247,pupitar,Pupitar,,f
248,tyranitar,Tyranitar,,f
249,lugia,Lugia,,f
250,ho-oh,Ho Oh,,f
251,celebi,Celebi,,f
252,treecko,Treecko,,f
253,grovyle,Grovyle,,f
254,sceptile,Sceptile,,f
255,torchic,Torchic,,f
256,combusken,Combusken,,f
257,blaziken,Blaziken,,f
258,mudkip,Mudkip,,f
259,marshtomp,Marshtomp,,f
260,swampert,Swampert,,f
261,poochyena,Poochyena,,f
262,mightyena,Mightyena,,f
263,zigzagoon,Zigzagoon,,f
264,linoone,Linoone,,f
265,wurmple,Wurmple,,f
266,silcoon,Silcoon,,f
267,beautifly,Beautifly,,f
268,cascoon,Cascoon,,f
269,dustox,Dustox,,f
270,lotad,Lotad,,f
271,lombre,Lombre,,f
272,ludicolo,Ludicolo,,f
273,seedot,Seedot,,f
274,nuzleaf,Nuzleaf,,f
275,shiftry,Shiftry,,f
276,taillow,Taillow,,f
277,swellow,Swellow,,f
278,wingull,Wingull,,f
279,pelipper,Pelipper,,f
280,ralts,Ralts,,f
281,kirlia,Kirlia,,f
282,gardevoir,Gardevoir,,f
283,surskit,Surskit,,f
284,masquerain,Masquerain,,f
285,shroomish,Shroomish,,f
286,breloom,Breloom,,f
287,slakoth,Slakoth,,f
288,vigoroth,Vigoroth,,f
289,slaking,Slaking,,f
290,nincada,Nincada,,f
291,ninjask,Ninjask,,f
292,shedinja,Shedinja,,f
293,whismur,Whismur,,f
294,loudred,Loudred,,f
295,exploud,Exploud,,f
296,makuhita,Makuhita,,f
297,hariyama,Hariyama,,f
298,azurill,Azurill,,f
299,nosepass,Nosepass,,f
300,skitty,Skitty,,f
301,delcatty,Delcatty,,f
302,sableye,Sableye,,f
303,mawile,Mawile,,f
304,aron,Aron,,f
305,lairon,Lairon,,f
306,aggron,Aggron,,f
307,meditite,Meditite,,f
308,medicham,Medicham,,f
309,electrike,Electrike,,f
310,manectric,Manectric,,f
311,plusle,Plusle,,f
312,minun,Minun,,f
313,volbeat,Volbeat,,f
314,illumise,Illumise,,f
315,roselia,Roselia,,f
316,gulpin,Gulpin,,f
317,swalot,Swalot,,f
318,carvanha,Carvanha,,f
319,sharpedo,Sharpedo,,f
320,wailmer,Wailmer,,f
321,wailord,Wailord,,f
322,numel,Numel,,f
323,camerupt,Camerupt,,f
324,torkoal,Torkoal,,f
325,spoink,Spoink,,f
326,grumpig,Grumpig,,f
327,spinda,Spinda,,f
328,trapinch,Trapinch,,f
329,vibrava,Vibrava,,f
330,flygon,Flygon,,f
331,cacnea,Cacnea,,f
332,cacturne,Cacturne,,f
333,swablu,Swablu,,f
334,altaria,Altaria,,f
335,zangoose,Zangoose,,f
336,seviper,Seviper,,f
337,lunatone,Lunatone,,f
338,solrock,Solrock,,f
339,barboach,Barboach,,f
340,whiscash,Whiscash,,f
341,corphish,Corphish,,f
342,crawdaunt,Crawdaunt,,f
343,baltoy,Baltoy,,f
344,claydol,Claydol,,f
345,lileep,Lileep,,f
346,cradily,Cradily,,f
347,anorith,Anorith,,f
348,armaldo,Armaldo,,f
349,feebas,Feebas,,f
350,milotic,Milotic,,f
351,castform,Castform,,f
352,kecleon,Kecleon,,f
353,shuppet,Shuppet,,f
354,banette,Banette,,f
355,duskull,Duskull,,f
356,dusclops,Dusclops,,f
357,tropius,Tropius,,f
358,chimecho,Chimecho,,f
359,absol,Absol,,f
360,wynaut,Wynaut,,f
361,snorunt,Snorunt,,f
362,glalie,Glalie,,f
363,spheal,Spheal,,f
364,sealeo,Sealeo,,f
365,walrein,Walrein,,f
366,clamperl,Clamperl,,f
367,huntail,Huntail,,f
368,gorebyss,Gorebyss,,f
369,relicanth,Relicanth,,f
370,luvdisc,Luvdisc,,f
371,bagon,Bagon,,f
372,shelgon,Shelgon,,f
373,salamence,Salamence,,f
374,beldum,Beldum,,f
375,metang,Metang,,f
376,metagross,Metagross,,f
377,regirock,Regirock,,f
378,regice,Regice,,f
379,registeel,Registeel,,f
380,latias,Latias,,f
381,latios,Latios,,f
382,kyogre,Kyogre,,f
383,groudon,Groudon,,f
384,rayquaza,Rayquaza,,f
385,jirachi,Jirachi,,f
386,deoxys,Deoxys,,f
387,turtwig,Turtwig,,f
388,grotle,Grotle,,f
389,torterra,Torterra,,f
390,chimchar,Chimchar,,f
391,monferno,Monferno,,f
392,infernape,Infernape,,f
393,piplup,Piplup,,f
394,prinplup,Prinplup,,f
395,empoleon,Empoleon,,f
396,starly,Starly,,f
397,staravia,Staravia,,f
398,staraptor,Staraptor,,f
399,bidoof,Bidoof,,f
400,bibarel,Bibarel,,f
401,kricketot,Kricketot,,f
402,kricketune,Kricketune,,f
403,shinx,Shinx,,f
404,luxio,Luxio,,f
405,luxray,Luxray,,f
406,budew,Budew,,f
407,roserade,Roserade,,f
408,cranidos,Cranidos,,f
409,rampardos,Rampardos,,f
410,shieldon,Shieldon,,f
411,bastiodon,Bastiodon,,f
412,burmy,Burmy,,f
413,wormadam,Wormadam,,f
414,mothim,Mothim,,f
415,combee,Combee,,f
416,vespiquen,Vespiquen,,f
417,pachirisu,Pachirisu,,f
418,buizel,Buizel,,f
419,floatzel,Floatzel,,f
420,cherubi,Cherubi,,f
421,cherrim,Cherrim,,f
422,shellos,Shellos,,f
423,gastrodon,Gastrodon,,f
424,ambipom,Ambipom,,f
425,drifloon,Drifloon,,f
426,drifblim,Drifblim,,f
427,buneary,Buneary,,f
428,lopunny,Lopunny,,f
429,mismagius,Mismagius,,f
430,honchkrow,Honchkrow,,f
431,glameow,Glameow,,f
432,purugly,Purugly,,f
433,chingling,Chingling,,f
434,stunky,Stunky,,f
435,skuntank,Skuntank,,f
436,bronzor,Bronzor,,f
437,bronzong,Bronzong,,f
438,bonsly,Bonsly,,f
439,mime-jr,Mime Jr,,f
440,happiny,Happiny,,f
441,chatot,Chatot,,f
442,spiritomb,Spiritomb,,f
443,gible,Gible,,f
444,gabite,Gabite,,f
445,garchomp,Garchomp,,f
446,munchlax,Munchlax,,f
447,riolu,Riolu,,f
448,lucario,Lucario,,f
449,hippopotas,Hippopotas,,f
450,hippowdon,Hippowdon,,f
451,skorupi,Skorupi,,f
452,drapion,Drapion,,f
453,croagunk,Croagunk,,f
454,toxicroak,Toxicroak,,f
455,carnivine,Carnivine,,f
456,finneon,Finneon,,f
457,lumineon,Lumineon,,f
458,mantyke,Mantyke,,f
459,snover,Snover,,f
460,abomasnow,Abomasnow,,f
461,weavile,Weavile,,f
462,magnezone,Magnezone,,f
463,lickilicky,Lickilicky,,f
464,rhyperior,Rhyperior,,f
465,tangrowth,Tangrowth,,f
466,electivire,Electivire,,f
467,magmortar,Magmortar,,f
468,togekiss,Togekiss,,f
469,yanmega,Yanmega,,f
470,leafeon,Leafeon,,f
471,glaceon,Glaceon,,f
472,gliscor,Gliscor,,f
473,mamoswine,Mamoswine,,f
474,porygon-z,Porygon Z,,f
475,gallade,Gallade,,f
476,probopass,Probopass,,f
477,dusknoir,Dusknoir,,f
478,froslass,Froslass,,f
479,rotom,Rotom,,f
480,uxie,Uxie,,f
481,mesprit,Mesprit,,f
482,azelf,Azelf,,f
483,dialga,Dialga,,f
484,palkia,Palkia,,f
485,heatran,Heatran,,f
486,regigigas,Regigigas,,f
487,giratina,Giratina,,f
488,cresselia,Cresselia,,f
489,phione,Phione,,f
490,manaphy,Manaphy,,f
491,darkrai,Darkrai,,f
492,shaymin,Shaymin,,f
493,arceus,Arceus,,f
494,victini,Victini,,f
495,snivy,Snivy,,f
496,servine,Servine,,f
497,serperior,Serperior,,f
498,tepig,Tepig,,f
499,pignite,Pignite,,f
500,emboar,Emboar,,f
501,oshawott,Oshawott,,f
502,dewott,Dewott,,f
503,samurott,Samurott,,f
504,patrat,Patrat,,f
505,watchog,Watchog,,f
506,lillipup,Lillipup,,f
507,herdier,Herdier,,f
508,stoutland,Stoutland,,f
509,purrloin,Purrloin,,f
510,liepard,Liepard,,f
511,pansage,Pansage,,f
512,simisage,Simisage,,f
513,pansear,Pansear,,f
514,simisear,Simisear,,f
515,panpour,Panpour,,f
516,simipour,Simipour,,f
517,munna,Munna,,f
518,musharna,Musharna,,f
519,pidove,Pidove,,f
520,tranquill,Tranquill,,f
521,unfezant,Unfezant,,f
522,blitzle,Blitzle,,f
523,zebstrika,Zebstrika,,f
524,roggenrola,Roggenrola,,f
525,boldore,Boldore,,f
526,gigalith,Gigalith,,f
527,woobat,Woobat,,f
528,swoobat,Swoobat,,f
529,drilbur,Drilbur,,f
530,excadrill,Excadrill,,f
531,audino,Audino,,f
532,timburr,Timburr,,f
533,gurdurr,Gurdurr,,f
534,conkeldurr,Conkeldurr,,f
535,tympole,Tympole,,f
536,palpitoad,Palpitoad,,f
537,seismitoad,Seismitoad,,f
538,throh,Throh,,f
539,sawk,Sawk,,f
540,sewaddle,Sewaddle,,f
541,swadloon,Swadloon,,f
542,leavanny,Leavanny,,f
543,venipede,Venipede,,f
544,whirlipede,Whirlipede,,f
545,scolipede,Scolipede,,f
546,cottonee,Cottonee,,f
547,whimsicott,Whimsicott,,f
548,petilil,Petilil,,f
549,lilligant,Lilligant,,f
550,basculin,Basculin,,f
551,sandile,Sandile,,f
552,krokorok,Krokorok,,f
553,krookodile,Krookodile,,f
554,darumaka,Darumaka,,f
555,darmanitan,Darmanitan,,f
556,maractus,Maractus,,f
557,dwebble,Dwebble,,f
558,crustle,Crustle,,f
559,scraggy,Scraggy,,f
560,scrafty,Scrafty,,f
561,sigilyph,Sigilyph,,f
562,yamask,Yamask,,f
563,cofagrigus,Cofagrigus,,f
564,tirtouga,Tirtouga,,f
565,carracosta,Carracosta,,f
566,archen,Archen,,f
567,archeops,Archeops,,f
568,trubbish,Trubbish,,f
569,garbodor,Garbodor,,f
570,zorua,Zorua,,f
571,zoroark,Zoroark,,f
572,minccino,Minccino,,f
573,cinccino,Cinccino,,f
574,gothita,Gothita,,f
575,gothorita,Gothorita,,f
576,gothitelle,Gothitelle,,f
577,solosis,Solosis,,f
578,duosion,Duosion,,f
579,reuniclus,Reuniclus,,f
580,ducklett,Ducklett,,f
581,swanna,Swanna,,f
582,vanillite,Vanillite,,f
583,vanillish,Vanillish,,f
584,vanilluxe,Vanilluxe,,f
585,deerling,Deerling,,f
586,sawsbuck,Sawsbuck,,f
587,emolga,Emolga,,f
588,karrablast,Karrablast,,f
589,escavalier,Escavalier,,f
590,foongus,Foongus,,f
591,amoonguss,Amoonguss,,f
592,frillish,Frillish,,f
593,jellicent,Jellicent,,f
594,alomomola,Alomomola,,f
595,joltik,Joltik,,f
596,galvantula,Galvantula,,f
597,ferroseed,Ferroseed,,f
598,ferrothorn,Ferrothorn,,f
599,klink,Klink,,f
600,klang,Klang,,f
601,klinklang,Klinklang,,f
602,tynamo,Tynamo,,f
603,eelektrik,Eelektrik,,f
604,eelektross,Eelektross,,f
605,elgyem,Elgyem,,f
606,beheeyem,Beheeyem,,f
607,litwick,Litwick,,f
608,lampent,Lampent,,f
609,chandelure,Chandelure,,f
610,axew,Axew,,f
611,fraxure,Fraxure,,f
612,haxorus,Haxorus,,f
613,cubchoo,Cubchoo,,f
614,beartic,Beartic,,f
615,cryogonal,Cryogonal,,f
616,shelmet,Shelmet,,f
617,accelgor,Accelgor,,f
618,stunfisk,Stunfisk,,f
619,mienfoo,Mienfoo,,f
620,mienshao,Mienshao,,f
621,druddigon,Druddigon,,f
622,golett,Golett,,f
623,golurk,Golurk,,f
624,pawniard,Pawniard,,f
625,bisharp,Bisharp,,f
626,bouffalant,Bouffalant,,f
627,rufflet,Rufflet,,f
628,braviary,Braviary,,f
629,vullaby,Vullaby,,f
630,mandibuzz,Mandibuzz,,f
631,heatmor,Heatmor,,f
632,durant,Durant,,f
633,deino,Deino,,f
634,zweilous,Zweilous,,f
635,hydreigon,Hydreigon,,f
636,larvesta,Larvesta,,f
637,volcarona,Volcarona,,f
638,cobalion,Cobalion,,f
639,terrakion,Terrakion,,f
640,virizion,Virizion,,f
641,tornadus,Tornadus,,f
642,thundurus,Thundurus,,f
643,reshiram,Reshiram,,f
644,zekrom,Zekrom,,f
645,landorus,Landorus,,f
646,kyurem,Kyurem,,f
647,keldeo,Keldeo,,f
700,sylveon,Sylveon,,f
862,obstagoon,Obstagoon,,f
863,perrserker,Perrserker,,f
864,cursola,Cursola,,f
865,sirfetchd,Sirfetchd,,f
866,mr-rime,Mr Rime,,f
867,runerigus,Runerigus,,f
899,wyrdeer,Wyrdeer,,f
900,kleavor,Kleavor,,f
901,ursaluna,Ursaluna,,f
902,basculegion,Basculegion,,f
903,sneasler,Sneasler,,f
904,overqwil,Overqwil,,f
979,annihilape,Annihilape,,f
980,clodsire,Clodsire,,f
981,farigiraf,Farigiraf,,f
982,dudunsparce,Dudunsparce,,f
983,kingambit,Kingambit,,f
